entry,ep,exit,xp,pnl,bars,type
2023-08-27 19:00:00,1830.749094846456,2023-09-06 19:00:00,1783.431229303654,2.584617721565534,240,SHORT
2023-09-08 01:00:00,1812.2485187372488,2023-09-20 00:00:00,1780.9628789835883,-1.7263437895074063,287,LONG
2023-09-22 12:00:00,1812.1937646006768,2023-10-11 14:00:00,1780.4881374235454,-1.7495715853606781,458,LONG
2023-10-13 17:00:00,1816.3277904264328,2023-10-18 12:00:00,1787.27073497558,-1.5997693590335336,115,LONG
2023-10-20 20:00:00,1820.9009862307253,2023-10-23 11:00:00,1789.6743974800204,-1.7148976790519557,63,LONG
2023-10-24 07:00:00,1815.1793602912408,2023-10-27 23:00:00,1849.536499531904,-1.8927682846256395,88,SHORT
2023-10-28 22:00:00,1831.9713153693103,2023-10-31 09:00:00,1802.5709622862075,-1.604847894530266,59,LONG
2023-11-01 03:00:00,1805.043485913477,2023-11-03 15:00:00,1836.5679255527173,-1.7464642755288882,60,SHORT
2023-11-04 19:00:00,1833.4410344044063,2023-11-06 20:00:00,1804.2930866770585,-1.589794663716391,49,LONG
2023-11-08 21:00:00,1809.782260661844,2023-11-10 14:00:00,1846.4862652212853,-2.028089530837731,41,SHORT
2023-11-11 05:00:00,1835.61926523328,2023-11-14 12:00:00,1807.5065517354296,-1.5315111379743351,79,LONG
2023-11-15 21:00:00,1810.6416201100303,2023-11-17 14:00:00,1846.676321956459,-1.9901620202588188,41,SHORT
2023-11-18 04:00:00,1836.730838391505,2023-11-21 08:00:00,1808.6287266736956,-1.5300070718265601,76,LONG
2023-11-22 04:00:00,1816.5254889806376,2023-11-24 08:00:00,1843.8111604803469,-1.5020802991881421,52,SHORT
2023-11-27 11:00:00,1841.359397233354,2023-12-02 02:00:00,1870.4556067936253,-1.5801483188989829,111,SHORT
2023-12-03 05:00:00,1853.7057824021224,2023-12-04 16:00:00,1823.7989590200305,-1.6133532983501417,35,LONG
2023-12-05 14:00:00,1830.8825373341297,2023-12-08 12:00:00,1866.000244714342,-1.9180753906444334,70,SHORT
2023-12-09 23:00:00,1855.6986375660845,2023-12-11 01:00:00,1824.3221762722335,-1.6908166368545716,26,LONG
2023-12-11 14:00:00,1846.8164621387116,2023-12-16 03:00:00,1878.0055365880785,-1.6888020595857312,109,SHORT
2023-12-16 15:00:00,1855.89271057267,2023-12-19 00:00:00,1826.621513471748,-1.577203085834091,57,LONG
2023-12-20 00:00:00,1835.7397510401852,2023-12-21 19:00:00,1868.376874681575,-1.7778731229683598,43,SHORT
2023-12-22 17:00:00,1857.5125667614395,2023-12-26 11:00:00,1827.8459738953752,-1.597113979034221,90,LONG
2023-12-27 02:00:00,1841.4455528425583,2023-12-29 06:00:00,1872.11295607637,-1.6653983163646497,52,SHORT
2023-12-29 21:00:00,1860.0455039926087,2024-01-03 09:00:00,1831.245548554364,-1.5483468214312672,108,LONG
2024-01-03 21:00:00,1846.9013945197653,2024-01-05 16:00:00,1877.931474371572,-1.6801156761200673,43,SHORT
2024-01-06 15:00:00,1879.4768547005483,2024-01-08 17:00:00,1851.1262427724664,-1.5084310220249513,50,LONG
2024-01-09 17:00:00,1855.118230186771,2024-01-12 03:00:00,1884.027412597081,-1.5583471683850283,58,SHORT
2024-01-13 01:00:00,1871.5578162798777,2024-01-16 15:00:00,1842.3531235061528,-1.5604483345203564,86,LONG
2024-01-17 04:00:00,1855.6905606811624,2024-01-19 03:00:00,1886.8991807859372,-1.6817793206491904,47,SHORT
2024-01-20 20:00:00,1884.962031605592,2024-01-23 00:00:00,1851.803207650788,-1.7591242369248021,52,LONG
2024-01-24 00:00:00,1858.0630171961336,2024-01-26 08:00:00,1889.0077314204425,-1.6654286715746207,56,SHORT
2024-01-27 09:00:00,1888.5891509125047,2024-01-29 23:00:00,1856.2519071307784,-1.7122434366469823,62,LONG
2024-01-31 03:00:00,1864.3421267514705,2024-02-02 10:00:00,1895.9464252663677,-1.6951984328094454,55,SHORT
2024-02-04 01:00:00,1897.505105166866,2024-02-05 05:00:00,1867.3310217922933,-1.590197743996018,28,LONG
2024-02-07 10:00:00,1868.994770491844,2024-02-09 10:00:00,1897.929948764843,-1.548167963326313,48,SHORT
2024-02-10 06:00:00,1895.879008615424,2024-02-13 05:00:00,1866.8633227220864,-1.5304608448894637,71,LONG
2024-02-13 22:00:00,1875.9697838718816,2024-02-16 09:00:00,1905.943417578812,-1.597767403538165,59,SHORT
2024-02-16 23:00:00,1893.9692454288945,2024-02-20 17:00:00,1860.3395929208425,-1.7756176658737917,90,LONG
2024-02-21 17:00:00,1880.8962267720367,2024-02-22 13:00:00,1909.915092485088,-1.5428211987459328,20,SHORT
2024-02-23 02:00:00,1886.3968941875935,2024-03-09 08:00:00,1935.5990361528857,2.6082603357169893,366,LONG
2024-03-10 07:00:00,1911.448374669192,2024-03-12 04:00:00,1880.0819909721092,-1.64097467202122,45,LONG
2024-03-12 18:00:00,1891.4441966483944,2024-03-16 04:00:00,1931.4763856046443,-2.1164879739611795,82,SHORT
2024-03-16 18:00:00,1914.6846881673048,2024-03-18 20:00:00,1884.0615158166147,-1.5993846161689382,50,LONG
2024-03-20 23:00:00,1888.9540363773056,2024-03-22 12:00:00,1921.7666829993448,-1.73708020365431,37,SHORT
2024-03-23 02:00:00,1908.82642823404,2024-03-26 21:00:00,1868.5828926358065,-2.1082867987879284,91,LONG
2024-03-27 11:00:00,1887.926197856273,2024-03-29 14:00:00,1917.539992102993,-1.5685885539565236,51,SHORT
2024-03-30 19:00:00,1912.8425908593715,2024-04-02 04:00:00,1879.7240888084089,-1.7313762360385183,57,LONG
2024-04-02 22:00:00,1891.4283419145288,2024-04-04 16:00:00,1928.0531188235504,-1.9363555096118295,42,SHORT
2024-04-05 20:00:00,1908.9580085970003,2024-04-08 20:00:00,1879.4192998266867,-1.547373417188117,72,LONG
2024-04-10 04:00:00,1889.2297435957903,2024-04-12 16:00:00,1918.0124324063677,-1.523514485633441,60,SHORT
2024-04-13 06:00:00,1911.597657752244,2024-04-15 22:00:00,1882.8200830842568,-1.5054200632273937,64,LONG
2024-04-16 19:00:00,1892.2955950084915,2024-04-19 17:00:00,1926.9113146654556,-1.8292976926159752,70,SHORT
2024-04-20 12:00:00,1914.7754822839129,2024-04-22 21:00:00,1881.7630871248623,-1.7240869994676316,57,LONG
2024-04-23 19:00:00,1893.1109617854,2024-04-27 05:00:00,1932.6158982140923,-2.0867734235417013,82,SHORT
2024-04-28 10:00:00,1912.949720207309,2024-04-29 18:00:00,1880.3532832683447,-1.7039881704487072,32,LONG
2024-05-01 03:00:00,1890.971425739751,2024-05-04 00:00:00,1923.01872629034,-1.6947532952832425,69,SHORT
2024-05-04 22:00:00,1913.9449437215576,2024-05-06 15:00:00,1883.8903442372284,-1.5702959263754843,41,LONG
2024-05-07 11:00:00,1894.544617535369,2024-05-11 03:00:00,1924.5527331338567,-1.583922348449384,88,SHORT
2024-05-12 12:00:00,1909.9326209973567,2024-05-13 21:00:00,1876.1078103685827,-1.7709949689801552,33,LONG
2024-05-14 12:00:00,1888.379917947697,2024-05-18 00:00:00,1916.908643728188,-1.5107513858491013,84,SHORT
2024-05-18 15:00:00,1902.731066516377,2024-05-21 01:00:00,1870.4436486904576,-1.6968986523688274,58,LONG
2024-05-21 22:00:00,1883.1079536363857,2024-05-25 05:00:00,1916.636456913092,-1.7804875823481532,79,SHORT
2024-05-25 17:00:00,1903.6056281988076,2024-05-27 03:00:00,1874.9782894416408,-1.5038481885690815,34,LONG
2024-05-28 07:00:00,1881.469096611233,2024-05-31 11:00:00,1910.4326318779667,-1.5394106296457795,76,SHORT
2024-06-01 03:00:00,1895.251306129852,2024-06-03 22:00:00,1863.870101648591,-1.6557806545107918,67,LONG
2024-06-05 01:00:00,1870.973941699667,2024-06-07 19:00:00,1902.1206892140767,-1.6647344369807102,66,SHORT
2024-06-08 23:00:00,1895.761787788865,2024-06-10 21:00:00,1861.703265607089,-1.7965612769049621,46,LONG
2024-06-11 14:00:00,1874.1873186295504,2024-06-15 17:00:00,1906.350245404184,-1.7160999039387348,99,SHORT
2024-06-16 08:00:00,1892.140637903102,2024-06-17 18:00:00,1857.085509436322,-1.852670344083343,34,LONG
2024-06-18 06:00:00,1871.2652763078388,2024-06-21 18:00:00,1904.4755811587024,-1.774751301771083,84,SHORT
2024-06-22 18:00:00,1885.0104523750592,2024-06-24 16:00:00,1846.462233376219,-2.044987015868826,46,LONG
2024-06-26 11:00:00,1857.227565146895,2024-06-27 17:00:00,1892.9742159887933,-1.9247318698433726,30,SHORT
2024-06-28 12:00:00,1871.4894775201,2024-07-02 17:00:00,1841.241208375141,-1.6162671235021249,101,LONG
2024-07-04 01:00:00,1852.90722507622,2024-07-05 14:00:00,1883.765169628384,-1.6653799032433882,37,SHORT
2024-07-07 15:00:00,1878.9167478020847,2024-07-16 03:00:00,1830.2752398600176,2.5888059169714106,204,SHORT
2024-07-17 01:00:00,1844.620792877536,2024-07-19 05:00:00,1873.3313872288047,-1.5564496758426654,52,SHORT
2024-07-20 06:00:00,1866.033999806003,2024-07-23 14:00:00,1827.617575860998,-2.0587204707416364,80,LONG
2024-07-24 04:00:00,1838.9009132302983,2024-07-26 16:00:00,1871.5418597997727,-1.7750247625977746,60,SHORT
2024-07-27 06:00:00,1859.5721511165216,2024-07-30 06:00:00,1829.4878189405083,-1.617809352433574,72,LONG
2024-07-30 21:00:00,1842.42919717445,2024-08-02 04:00:00,1870.614621322838,-1.5297968677229556,55,SHORT
2024-08-02 18:00:00,1850.6095879846307,2024-08-07 01:00:00,1821.6962467330964,-1.5623684995073348,103,LONG
2024-08-07 13:00:00,1829.7315040156195,2024-08-09 04:00:00,1858.6430609837157,-1.580098331621085,39,SHORT
2024-08-10 12:00:00,1855.4215838881616,2024-08-13 01:00:00,1822.7158141691525,-1.762713660497146,61,LONG
2024-08-14 02:00:00,1831.713982725744,2024-08-16 11:00:00,1860.1506398431327,-1.552461649884473,57,SHORT
2024-08-17 03:00:00,1851.3529115306733,2024-08-19 18:00:00,1822.0701980842416,-1.5816926780438163,63,LONG
2024-08-20 21:00:00,1828.4391537029187,2024-08-23 11:00:00,1857.364396921944,-1.5819636743419383,62,SHORT
2024-08-24 09:00:00,1847.2903872924123,2024-08-26 16:00:00,1817.804930371132,-1.5961462866970977,55,LONG
2024-08-27 10:00:00,1828.226556597788,2024-08-30 12:00:00,1860.9033507401396,-1.78734927705902,74,SHORT
2024-08-31 18:00:00,1846.403389267426,2024-09-02 12:00:00,1815.2966397631772,-1.6847212090848003,42,LONG
2024-09-03 10:00:00,1828.042195309678,2024-09-06 16:00:00,1860.119636533476,-1.754742932417054,78,SHORT
2024-09-08 01:00:00,1846.4553188181285,2024-09-10 00:00:00,1812.5160934028584,-1.8380745566588534,47,LONG
2024-09-11 06:00:00,1821.3425614719345,2024-09-12 14:00:00,1852.0671396273208,-1.6869192432727196,32,SHORT
2024-09-13 04:00:00,1832.0575640749787,2024-09-17 21:00:00,1782.9091554028946,-2.682689105181012,113,LONG
2024-09-20 17:00:00,1835.2621694945688,2024-09-24 15:00:00,1803.4820435065371,-1.7316395726057963,94,LONG
2024-09-26 02:00:00,1820.9997792795411,2024-09-29 12:00:00,1872.985597956525,2.8547954408622433,82,LONG
2024-09-30 03:00:00,1844.6084887988472,2024-10-03 09:00:00,1797.7526885864356,2.54014879021416,78,SHORT
2024-10-04 18:00:00,1836.4841482038848,2024-10-08 14:00:00,1807.609788058318,-1.5722629663755376,92,LONG
2024-10-09 04:00:00,1821.0262900903572,2024-10-11 17:00:00,1851.3985160766936,-1.6678631248552351,61,SHORT
2024-10-13 03:00:00,1849.5732037314517,2024-10-14 21:00:00,1817.169924926264,-1.7519327561523481,42,LONG
2024-10-16 03:00:00,1820.265768560709,2024-10-18 02:00:00,1854.2728982855544,-1.8682507967907946,47,SHORT
2024-10-19 07:00:00,1849.1120281715716,2024-10-21 17:00:00,1817.9459960549163,-1.6854593795202721,58,LONG
2024-10-22 16:00:00,1829.566860096539,2024-10-26 03:00:00,1857.343395735876,-1.5182028186644867,83,SHORT
2024-10-26 16:00:00,1850.334964818397,2024-10-28 16:00:00,1817.5950852635565,-1.7694028474489705,48,LONG
2024-10-29 23:00:00,1830.0683831270885,2024-11-01 02:00:00,1861.2914201338103,-1.7061131318694307,51,SHORT
2024-11-02 01:00:00,1846.2922382613528,2024-11-05 06:00:00,1817.8626098966,-1.5398227742930355,77,LONG
2024-11-06 18:00:00,1827.2845665152504,2024-11-07 14:00:00,1856.5776500350305,-1.603093686477302,20,SHORT
2024-11-08 04:00:00,1836.2179324938877,2024-11-15 21:00:00,1884.18772559428,2.6124237353047395,185,LONG
2024-11-16 16:00:00,1860.1803658333845,2024-11-18 15:00:00,1827.1427868944909,-1.7760416971228672,47,LONG
2024-11-20 02:00:00,1836.5874182723785,2024-11-22 17:00:00,1872.2659650193352,-1.9426544248309423,63,SHORT
2024-11-24 05:00:00,1866.0828956090409,2024-11-26 00:00:00,1830.9925260259029,-1.8804293027767889,43,LONG
2024-11-27 05:00:00,1840.8264821638384,2024-11-29 17:00:00,1874.5079491680492,-1.8296926587355071,60,SHORT
2024-12-01 17:00:00,1868.9912784815972,2024-12-03 04:00:00,1839.309599658102,-1.5881122167466315,35,LONG
2024-12-06 07:00:00,1856.4041602932568,2024-12-11 03:00:00,1826.3129398997164,-1.6209412280560127,116,LONG
2024-12-11 16:00:00,1847.9383636585048,2024-12-13 13:00:00,1881.956094945596,-1.8408477228506546,45,SHORT
2024-12-14 09:00:00,1873.9992044322776,2024-12-17 05:00:00,1840.916146452451,-1.7653720397308854,68,LONG
2024-12-18 10:00:00,1854.8335241858756,2024-12-20 09:00:00,1889.789810443225,-1.8846050495390079,47,SHORT
2024-12-21 14:00:00,1880.381067618628,2024-12-24 11:00:00,1849.708308867643,-1.631199084014927,69,LONG
2024-12-25 09:00:00,1860.242088576601,2024-12-27 05:00:00,1889.502324656068,-1.5729262475646901,44,SHORT
2024-12-28 18:00:00,1888.5028740849405,2024-12-30 16:00:00,1859.389695826724,-1.5416009505584198,46,LONG
2024-12-31 17:00:00,1866.683123071802,2025-01-03 13:00:00,1898.0871454696453,-1.6823435113167535,68,SHORT
2025-01-04 03:00:00,1887.068623158905,2025-01-07 02:00:00,1856.519966825099,-1.618841835368362,71,LONG
2025-01-08 05:00:00,1869.7271511099464,2025-01-10 00:00:00,1898.2379445295617,-1.5248638499307312,43,SHORT
2025-01-11 22:00:00,1900.4405978773088,2025-01-14 01:00:00,1863.5662946369105,-1.9403028582732347,51,LONG
2025-01-15 01:00:00,1877.6384436714372,2025-01-17 11:00:00,1910.9923260767384,-1.7763740680598088,58,SHORT
2025-01-18 16:00:00,1901.959333195432,2025-01-21 04:00:00,1871.7291131460536,-1.5894251534069044,60,LONG
2025-01-21 19:00:00,1881.5815806366568,2025-01-24 12:00:00,1911.0195236951945,-1.5645318471164567,65,SHORT
2025-01-26 00:00:00,1909.3334101029156,2025-01-27 05:00:00,1879.8381624626963,-1.5447929358042016,29,LONG
2025-01-28 13:00:00,1890.2176477351488,2025-01-31 05:00:00,1921.8081477018363,-1.6712625662203033,64,SHORT
2025-01-31 18:00:00,1901.994674033922,2025-02-05 20:00:00,1870.0374182680189,-1.6801969112839414,122,LONG
2025-02-06 16:00:00,1892.4764587704824,2025-02-16 04:00:00,1940.8499941406085,2.5560970730147816,228,LONG
2025-02-17 04:00:00,1919.14111146014,2025-03-02 07:00:00,1950.1805669074445,-1.61736181159126,315,SHORT
2025-03-02 19:00:00,1927.1424660009077,2025-05-28 16:00:00,1878.9527584609016,2.5005783635709378,2085,SHORT
2025-05-29 06:00:00,1893.0607278851016,2025-05-30 09:00:00,1932.9255497533327,-2.1058395687478773,27,SHORT
2025-05-31 11:00:00,1917.6228711958172,2025-06-03 12:00:00,1888.187322948653,-1.5350019385620066,73,LONG
2025-06-04 02:00:00,1892.0314187049769,2025-06-06 06:00:00,1926.873292030215,-1.841506064898544,52,SHORT
2025-06-07 20:00:00,1913.4001041955964,2025-06-10 07:00:00,1877.184767979443,-1.8927215555566497,59,LONG
2025-06-10 21:00:00,1889.451978097654,2025-06-13 17:00:00,1918.2944851420289,-1.5265011960459616,68,SHORT
2025-06-14 08:00:00,1907.005807695387,2025-06-17 09:00:00,1872.9536817791527,-1.785633047304987,73,LONG
2025-06-18 01:00:00,1884.5480957773575,2025-06-20 16:00:00,1913.985155592496,-1.5620222100511627,63,SHORT
2025-06-21 13:00:00,1905.457360114856,2025-06-23 14:00:00,1873.496421706613,-1.6773368471659993,49,LONG
2025-06-24 03:00:00,1890.7178183526864,2025-06-28 04:00:00,1925.5216527858652,-1.8407735990715977,97,SHORT
2025-06-28 17:00:00,1902.7084891882823,2025-06-30 00:00:00,1873.0698967592527,-1.5577053761752941,31,LONG
2025-06-30 17:00:00,1889.9464452425289,2025-07-09 16:00:00,1840.275196537417,2.628182868892758,215,SHORT
2025-07-10 09:00:00,1870.6247947817249,2025-07-11 12:00:00,1907.864154669129,-1.9907444823401603,27,SHORT
2025-07-12 06:00:00,1892.6652557299087,2025-07-14 19:00:00,1862.0821478698904,-1.6158751669070996,61,LONG
2025-07-15 09:00:00,1872.613132809641,2025-07-18 22:00:00,1913.4666845328693,-2.181633302012158,85,SHORT
2025-07-19 12:00:00,1894.029725490797,2025-07-21 10:00:00,1860.1786081986236,-1.7872537498534624,46,LONG
2025-07-23 21:00:00,1862.4954160450188,2025-07-25 04:00:00,1896.3189344334844,-1.8160323025271818,31,SHORT
2025-07-25 16:00:00,1876.7852693120487,2025-07-29 01:00:00,1848.0012540986088,-1.5336871875593399,81,LONG
2025-07-29 15:00:00,1861.9321608103585,2025-08-01 11:00:00,1892.7171672005784,-1.653390334952994,68,SHORT
2025-08-02 07:00:00,1878.064298254371,2025-08-04 14:00:00,1841.0327626942735,-1.971792743971416,55,LONG
2025-08-05 16:00:00,1855.1672628757703,2025-08-08 11:00:00,1883.2282049697856,-1.5125828627719966,67,SHORT
2025-08-09 03:00:00,1869.9392505552496,2025-08-12 15:00:00,1841.8325835902413,-1.5030791485157875,84,LONG
2025-08-13 03:00:00,1851.5720778705631,2025-08-15 10:00:00,1881.6972918130416,-1.6270073578299238,55,SHORT
2025-08-16 09:00:00,1870.52656890273,2025-08-19 09:00:00,1836.9567508541863,-1.794672078260624,72,LONG
2025-08-20 00:00:00,1848.4602999850968,2025-08-22 05:00:00,1878.7331076205487,-1.6377310151424962,53,SHORT
2025-08-24 17:00:00,1870.144820965199,2025-09-23 06:00:00,1818.2656887549283,2.7740703088167984,709,SHORT
2025-09-23 21:00:00,1841.4443883406057,2025-09-26 16:00:00,1875.3533667358304,-1.8414337467872905,67,SHORT
2025-09-29 18:00:00,1855.179852268439,2025-10-03 06:00:00,1883.627467219528,-1.5334154753947125,84,SHORT
2025-10-03 21:00:00,1859.3996917107252,2025-10-07 11:00:00,1826.839298463942,-1.7511239456443204,86,LONG
2025-10-08 01:00:00,1845.0387986315857,2025-10-10 18:00:00,1875.2448138844236,-1.637147970830797,65,SHORT
2025-10-11 11:00:00,1862.746730253846,2025-10-14 01:00:00,1834.261475552846,-1.5292070703094565,62,LONG
2025-10-15 04:00:00,1841.6671577361408,2025-10-17 12:00:00,1869.8392990365107,-1.5297086219966265,56,SHORT
2025-10-18 05:00:00,1863.772945651772,2025-10-21 02:00:00,1833.599825928282,-1.6189268008146993,69,LONG
2025-10-21 20:00:00,1841.7790185665024,2025-10-24 11:00:00,1873.5990877001484,-1.7276811611423557,63,SHORT
2025-10-25 01:00:00,1864.085376884774,2025-10-27 23:00:00,1835.4448133968767,-1.5364405430700188,70,LONG
2025-10-29 10:00:00,1842.2318700058613,2025-10-30 23:00:00,1873.3608031051767,-1.6897402333625016,37,SHORT
2025-11-01 18:00:00,1871.5026968849832,2025-11-04 02:00:00,1837.4899160568489,-1.817404852514867,56,LONG
2025-11-05 07:00:00,1849.549830595352,2025-11-07 05:00:00,1881.107336877804,-1.70622633466945,46,SHORT
2025-11-08 08:00:00,1874.3610218630336,2025-11-11 06:00:00,1842.0031256746047,-1.7263427808729463,70,LONG
2025-11-11 20:00:00,1853.4722054703047,2025-11-14 18:00:00,1881.6490722974545,-1.52022062936736,70,SHORT
2025-11-15 08:00:00,1874.987037079184,2025-11-18 07:00:00,1842.4123658402957,-1.737327810523551,71,LONG
2025-11-19 03:00:00,1855.8903947681908,2025-11-21 14:00:00,1885.9941190357436,-1.6220636925766727,59,SHORT
2025-11-22 11:00:00,1879.1318638733387,2025-11-25 05:00:00,1850.351758066689,-1.5315639290649412,66,LONG
2025-11-25 23:00:00,1862.053598667616,2025-11-28 12:00:00,1896.1440937185853,-1.8308009541380905,61,SHORT
2025-11-29 02:00:00,1880.5300246781385,2025-12-03 05:00:00,1832.7324140051303,-2.5417095204948392,99,LONG
2025-12-03 19:00:00,1857.7336140997663,2025-12-04 03:00:00,1888.2512388715272,-1.642734164906056,8,SHORT
2025-12-05 01:00:00,1871.544775881144,2025-12-20 05:00:00,1918.427484974737,2.505027381539402,364,LONG
2025-12-20 19:00:00,1906.8320697627528,2025-12-22 22:00:00,1873.694216760428,-1.7378485251953961,51,LONG
2025-12-25 23:00:00,1886.4694818558585,2026-01-11 05:00:00,1933.983263143021,2.518661539142409,390,LONG
2026-01-14 10:00:00,1894.3910327750848,2026-01-16 20:00:00,1929.640331844177,-1.8607192738584477,58,SHORT
2026-01-17 13:00:00,1920.572235077688,2026-01-20 04:00:00,1890.0852572197823,-1.5873903257105284,63,LONG
2026-01-21 01:00:00,1897.398760670435,2026-01-23 01:00:00,1928.0179794334524,-1.6137471678435333,48,SHORT
2026-01-24 05:00:00,1926.0196800490223,2026-01-27 05:00:00,1896.7003296060336,-1.5222767839133633,72,LONG
2026-01-28 13:00:00,1905.149830192213,2026-01-30 07:00:00,1935.122648239162,-1.5732525375143327,42,SHORT
2026-02-01 11:00:00,1932.015345373864,2026-02-03 08:00:00,1902.9117249130425,-1.5063866097393583,45,LONG
2026-02-04 16:00:00,1909.7519775070616,2026-02-06 20:00:00,1942.322739509964,-1.7054969643450495,52,SHORT
2026-02-07 11:00:00,1931.81538389772,2026-02-10 23:00:00,1900.368708936769,-1.6278302379755731,84,LONG
2026-02-11 18:00:00,1912.0290444998652,2026-02-13 09:00:00,1944.823770282345,-1.7151792686840739,39,SHORT
2026-02-14 12:00:00,1941.5229724539763,2026-02-17 11:00:00,1896.2901427373165,-2.329760211875734,71,LONG
2026-02-18 09:00:00,1913.0681031785757,2026-02-19 14:00:00,1947.1438695137929,-1.7812103123040965,29,SHORT
2026-02-20 09:00:00,1929.8019583859195,2026-02-24 15:00:00,1899.986674042524,-1.5449919207426261,102,LONG
2026-02-25 11:00:00,1918.581057091341,2026-02-27 13:00:00,1952.660253989356,-1.7762708941617837,50,SHORT
2026-02-28 13:00:00,1947.0033850592245,2026-03-02 20:00:00,1916.169360517607,-1.5836656873957922,55,LONG
